3356.00		10002.91		2.48		770.00		808.10		173.00
3357.00		10005.49		2.39		770.00		808.10		173.00
3358.00		10008.08		2.54		770.00		808.10		173.00
3359.00		10011.24		2.62		770.00		808.10		173.00
3360.00		10014.19		2.89		770.00		808.10		173.00
3361.00		10017.27		3.02		771.00		808.10		172.00
3362.00		10019.43		3.07		771.00		808.20		171.00
3363.00		10022.55		3.06		771.00		808.20		171.00
3364.00		10025.53		2.92		771.00		808.20		170.00
3365.00		10028.53		2.99		772.00		808.20		169.00
3366.00		10031.58		3.00		772.00		808.20		169.00
3367.00		10034.70		3.05		772.00		808.20		168.00
3368.00		10037.80		2.91		772.00		808.20		168.00
3369.00		10040.76		2.90		773.00		808.20		167.00
3370.00		10043.78		2.96		773.00		808.20		167.00
3371.00		10047.03		2.88		773.00		808.20		167.00
3372.00		10050.17		3.08		773.00		808.10		168.00
3373.00		10053.27		3.04		774.00		808.00		168.00
3374.00		10056.19		2.99		774.00		807.80		168.00
3375.00		10059.38		2.99		774.00		807.60		168.00
3376.00		10062.49		2.91		774.00		807.50		168.00
3377.00		10065.48		3.01		775.00		807.30		168.00
3378.00		10068.63		2.92		775.00		807.10		168.00
3379.00		10072.05		3.10		775.00		806.90		168.00
3380.00		10074.67		3.14		775.00		806.70		169.00
3381.00		10077.80		2.87		775.00		806.50		169.00
3382.00		10080.77		2.72		776.00		806.20		169.00
3383.00		10083.91		2.68		776.00		806.00		169.00
3384.00		10086.90		2.79		776.00		805.70		169.00
3385.00		10089.70		2.75		776.00		805.50		169.00
3386.00		10092.54		2.89		777.00		805.20		168.00
3387.00		10095.43		2.83		777.00		804.90		169.00
3388.00		10098.35		2.86		777.00		804.70		170.00
3389.00		10101.18		2.94		777.00		804.50		170.00
3390.00		10104.05		2.81		778.00		804.20		171.00
3391.00		10106.96		2.85		778.00		804.00		171.00
3392.00		10110.06		2.77		778.00		803.80		171.00
3393.00		10112.92		2.80		778.00		803.60		172.00
3394.00		10115.85		2.74		778.00		803.40		172.00
3395.00		10118.74		2.65		779.00		803.10		172.00
3396.00		10121.61		2.68		779.00		802.90		172.00
3397.00		10124.36		2.56		779.00		802.70		172.00
3398.00		10127.18		2.66		779.00		802.40		172.00
3399.00		10130.12		2.72		780.00		802.20		172.00
3400.00		10133.08		2.74		780.00		802.00		172.00
3401.00		10135.50		2.76		780.00		801.70		173.00
